ID,Source_File,Date,Category_Large,Category_Medium,Symptom,Action_Taken,Tags
"seed-681","PC 트러블슈팅 가이드","04/25(목)","하드웨어","유지보수","무선랜카드 네트워크 접속","랜카드 변경 및 IP셋팅완료","하드웨어,유지보수"
"seed-682","PC 트러블슈팅 가이드","04/25(목)","소프트웨어","OS","공유폴더 셋팅안됨","연구소PC지원 이관완료","소프트웨어,OS"
"seed-684","PC 트러블슈팅 가이드","04/25(목)","네트워크","IP","일반망 네트워크 접속안됨","IP 다중MAC 연결 확인 후 IP초기화 완료","네트워크"
"seed-687","PC 트러블슈팅 가이드","04/26(금)","소프트웨어","라이센스","개발PC 알집프로그램 설치문의","사내망 외에 소프트웨어 사용신청서 상신절차안내완료","소프트웨어,라이센스"
"seed-690","PC 트러블슈팅 가이드","04/26(금)","소프트웨어","브라우저","사내 메신저 결재서류 뷰어 프로그램 설치문의","경로 안내완료","소프트웨어,브라우저"
"seed-692","PC 트러블슈팅 가이드","04/26(금)","소프트웨어","OS","AD계정 로그인안됨","AD 담당자 이관완료","소프트웨어,OS,AD"
"seed-699","PC 트러블슈팅 가이드","04/26(금)","네트워크","IP","사내 개발망 개발PC 네트워크 안됨","랜선 연결 확인후 테스트완료","네트워크"
"seed-704","PC 트러블슈팅 가이드","04/29(월)","소프트웨어","OS","윈도우비밀번호 로그인안됨","사내 메신저 비밀번호로 로그인완료","소프트웨어,OS"
"seed-710","PC 트러블슈팅 가이드","04/29(월)","소프트웨어","OS","사내 메신저 로그인안됨","와이파이 재접속 후 정상작동확인완료","소프트웨어,OS"
"seed-713","PC 트러블슈팅 가이드","04/29(월)","소프트웨어","OS","윈도우11 라이선스 제공요청","라이선스 구매안내완료","소프트웨어,OS"
"seed-714","PC 트러블슈팅 가이드","04/29(월)","소프트웨어","OS","HTTPS:// 접속안됨","로컬계정 생성 후 정상작동확인완료","소프트웨어,OS"
"seed-722","PC 트러블슈팅 가이드","04/30(화)","소프트웨어","OS","부서에서 구매한 PC WINDOWS, 필수프로그램 설치 절차 문의","절차 설명안내완료","소프트웨어,OS"
"seed-723","PC 트러블슈팅 가이드","04/30(화)","소프트웨어","기본 프로그램","큐브락 사용자인증 안됨","큐브락 사용자 정보 안내완료","소프트웨어"
"seed-727","PC 트러블슈팅 가이드","04/30(화)","소프트웨어","OS","일반업무망 WIFI 정보 요청","정보안내완료","소프트웨어,OS"
"seed-731","PC 트러블슈팅 가이드","05/02(목)","소프트웨어","OS","출장용 노트북(HP) OS설치 및 필수보안 소프트웨어 업데이트 요청","OS설치 및 보안 소프트웨어 업데이트 완료","소프트웨어,OS"
"seed-732","PC 트러블슈팅 가이드","05/02(목)","소프트웨어","OS","부서 개발용PC OS설치 및 세팅요청","OS설치 및 셋팅 완료","소프트웨어,OS"
"seed-734","PC 트러블슈팅 가이드","05/02(목)","소프트웨어","OS","개발PC OS설치 및 보안 소프트웨어 설치","OS 설치 및 설치프로그램 설치완료","소프트웨어,OS"
"seed-737","PC 트러블슈팅 가이드","05/02(목)","소프트웨어","OS","협력업체 PC 사내 개발망 셋팅 진행문의","진행률 공유완료","소프트웨어,OS"
"seed-739","PC 트러블슈팅 가이드","05/02(목)","소프트웨어","OS","협력업체 PC의 사내 개발망 셋팅","셋팅완료","소프트웨어,OS"
"seed-750","PC 트러블슈팅 가이드","05/07(화)","소프트웨어","기본 프로그램","PC OFF 솔루션 근태 설정안됨","인사담당자 이관완료","소프트웨어"
"seed-753","PC 트러블슈팅 가이드","05/08(수)","소프트웨어","OS","보안솔루션 설치 지원","셋팅완료","소프트웨어,OS"
"seed-754","PC 트러블슈팅 가이드","05/08(수)","네트워크","IP","전입 임직원 일반망PC 네트워크 연결문의","일반망 네트워크 어뎁터 및 WIFI 설정 완료","네트워크"
"seed-756","PC 트러블슈팅 가이드","05/08(수)","소프트웨어","브라우저","품의서, 경비정산 팝업이 발생안됨","액티브 설치프로그램 재설치완료","소프트웨어,브라우저"
"seed-757","PC 트러블슈팅 가이드","05/08(수)","네트워크","IP","내부 보안망 유선LAN 동작 안됨","네트워크 재설정완료","네트워크"
"seed-767","PC 트러블슈팅 가이드","05/09(목)","소프트웨어","브라우저","사내 메신저 인사시스템 접속오류","엣지브라우저 초기화 후 재실행 안내","소프트웨어,브라우저,사내 메신저"
"seed-768","PC 트러블슈팅 가이드","05/09(목)","네트워크","IP","일반망 PC 네트워크 연결 불량","네트워크 어뎁터 초기화 완료","네트워크"
"seed-778","PC 트러블슈팅 가이드","05/14(화)","하드웨어","데스크탑","내부 보안망PC 부팅오류","SSD 고장확인, 복구업체 이관완료","하드웨어,데스크탑,SSD"
"seed-780","PC 트러블슈팅 가이드","05/16(목)","소프트웨어","라이센스","오피스 프로그램 라이선스 오류","PC 재부팅 후 정상확인","소프트웨어,라이센스,오피스"
"seed-791","PC 트러블슈팅 가이드","05/21(화)","소프트웨어","OS","출장용 노트북(GRAM) OS 설치 요청","출장용 노트북 1대 OS설치 완료","소프트웨어,OS"
"seed-792","PC 트러블슈팅 가이드","05/21(화)","하드웨어","데스크탑","PC 재부팅 중 미작동 발생","바이오스 업데이트 완료","하드웨어,데스크탑,바이오스"
"seed-797","PC 트러블슈팅 가이드","05/22(수)","소프트웨어","OS","PC안됨 문서 안열림","OS 충돌로 재설치완료","소프트웨어,OS"
"seed-798","PC 트러블슈팅 가이드","05/22(수)","소프트웨어","OS","화면 블럭아웃","재부팅완료","소프트웨어,OS"
"seed-814","PC 트러블슈팅 가이드","05/27(월)","소프트웨어","브라우저","개발사이트 접속안됨","업무 부서 이관완료","소프트웨어,브라우저"
"seed-822","PC 트러블슈팅 가이드","05/28(화)","소프트웨어","드라이버","랜카드 드라이버 설치후 블루스크린 발생","랜카드 교체후 조치완료","소프트웨어,드라이버,블루스크린"
"seed-824","PC 트러블슈팅 가이드","05/28(화)","네트워크","IP","일반망 네트워크 연결불량","네트워크 어뎁터 초기화 완료","네트워크"
"seed-829","PC 트러블슈팅 가이드","05/29(수)","소프트웨어","OS","경비정산, 예산관리 등 사이트 접속안됨","고객센터 이관완료","소프트웨어,OS"
"seed-839","PC 트러블슈팅 가이드","06/03(월)","소프트웨어","기본 프로그램","아웃록 메일수신(회수), 대용량메일 사용시 스크립트 에러 발생","아웃록 에딩 재설치완료","소프트웨어"
"seed-841","PC 트러블슈팅 가이드","06/03(월)","소프트웨어","OS","블루스크린 발생","오류화면 확인 불가로 추후 재발생시 재방문 예정","소프트웨어,OS,블루스크린"
"seed-842","PC 트러블슈팅 가이드","06/04(화)","하드웨어","데스크탑","부팅 및 동작속도 느림","점검결과 정상으로 문제발생시 다시 문의예정","하드웨어,데스크탑"
"seed-846","PC 트러블슈팅 가이드","06/10(월)","소프트웨어","드라이버","프린터 식별 안됨","프린터 드라이버 재설치 완료","소프트웨어,드라이버"
"seed-847","PC 트러블슈팅 가이드","06/10(월)","네트워크","IP","내부 보안망 PC 미접속으로 인한 요청","무선 세팅 완료","네트워크"
"seed-853","PC 트러블슈팅 가이드","06/11(화)","하드웨어","데스크탑","부팅불가 및 하드인식 불가","램슬롯 청소완료","하드웨어,데스크탑"
"seed-870","PC 트러블슈팅 가이드","06/19(수)","소프트웨어","라이센스","ms관련 제품 미작동","msoffice 재설치 및 라이선스 재등록 완료","소프트웨어,라이센스"
"seed-885","PC 트러블슈팅 가이드","06/24(월)","하드웨어","백업","내부 보안망PC 교체로인한 이전PC 데이터백업용 저장매체 오류발생","다른 SSD로 대여 완료","하드웨어,백업,SSD"
"seed-886","PC 트러블슈팅 가이드","06/25(화)","하드웨어","백업","내부 보안망PC 복구데이터 이전작업 요청","복구데이터 이전완료","하드웨어,백업"
"seed-887","PC 트러블슈팅 가이드","06/26(수)","소프트웨어","OS","MS 오피스 인증요청발생","라이선스 복구완료","소프트웨어,OS,오피스"
"seed-888","PC 트러블슈팅 가이드","06/26(수)","소프트웨어","OS","OS 재설치요청","OS 설치완료","소프트웨어,OS"
"seed-889","PC 트러블슈팅 가이드","06/26(수)","소프트웨어","OS","내부 보안망PC OS 재설치","재설치완료","소프트웨어,OS"
"seed-890","PC 트러블슈팅 가이드","06/26(수)","소프트웨어","OS","SW 문서 작업시 PC 멈춤","OS 충돌로 재설치완료","소프트웨어,OS"
"seed-891","PC 트러블슈팅 가이드","06/26(수)","네트워크","IP","내부 보안망 네트워크 유무선 변경 요청","전산관리자 협의 후 변경완료","네트워크"
"seed-892","PC 트러블슈팅 가이드","06/27(목)","소프트웨어","OS","납품업체노트북 OS설치를 위한 고정IP공유 요청","정책상 불가로 취소","소프트웨어,OS"
"seed-893","PC 트러블슈팅 가이드","06/27(목)","소프트웨어","브라우저","Edge 속도 버벅임, 멈춤발생","브라우저 검색기록 및 캐쉬 삭제, 브라우저 초기화 진행 후 정상 속도 확인","소프트웨어,브라우저"
"seed-897","PC 트러블슈팅 가이드","06/28(금)","소프트웨어","OS","블루스크린 발생 및 PC 강제부팅현상 발생","네트워크 어뎁터 교체 후 정상동작 확인","소프트웨어,OS,블루스크린"
"seed-900","PC 트러블슈팅 가이드","07/01(월)","네트워크","IP","내부 보안망 네트워크 연결불량","네트워크 어뎁터 재설정","네트워크"
"seed-902","PC 트러블슈팅 가이드","07/01(월)","소프트웨어","기본 프로그램","내부 보안망 PC 한글파일 실행불가","한글 2018 프로그램 재설치 후 정상실행 확인","소프트웨어,한글"
"seed-904","PC 트러블슈팅 가이드","07/01(월)","소프트웨어","OS","PC 윈도우 시작버튼 및 윈도우 기능 실행 불가","점검 결과 OS깨짐 확인으로 포멧신청서 상신 및 OS재설치 권유","소프트웨어,OS"
"seed-907","PC 트러블슈팅 가이드","07/02(화)","네트워크","IP","내부 보안망 무선랜 설정 요청","자리이동으로 인한 유->무선 세팅변경 완료","네트워크"
"seed-908","PC 트러블슈팅 가이드","07/02(화)","소프트웨어","os","PC전원 킨후 PC 응용프로그램 동작불가 및 블루스크린 다수발생","OS 깨짐현상 확인 후 재설치 권유 및 포멧신청서 상신 요청","소프트웨어,os,블루스크린"
"seed-911","PC 트러블슈팅 가이드","07/02(화)","소프트웨어","OS","화면보호기 진입시 PC전원 꺼짐발생","해당증상 확인 위해 1일간 테스트 결과 증상없음확인","소프트웨어,OS"
"seed-914","PC 트러블슈팅 가이드","07/02(화)","네트워크","IP","내부 보안망PC 네트워크 오류","네트워크 어뎁터 초기화 완료","네트워크"
"seed-915","PC 트러블슈팅 가이드","07/02(화)","네트워크","IP","일반망PC 네트워크 오류","네트워크 어뎁터 초기화 완료","네트워크"
"seed-917","PC 트러블슈팅 가이드","07/03(수)","소프트웨어","OS","신규입사자 내부 보안망PC 블루스크린 및 부팅 오류발생","레지스트리값 및 타임서버 변경 후 정상동작 확인","소프트웨어,OS,블루스크린"
"seed-919","PC 트러블슈팅 가이드","07/03(수)","하드웨어","백업","정용석 전문 내부 보안망PC 복구데이터 백업 요청","정용석 전문 내부 보안망PC 교체예정으로 백업일정 다시잡을예정","하드웨어,백업"
"seed-926","PC 트러블슈팅 가이드","07/05(금)","소프트웨어","OS","내부 보안망PC 블루스크린 및 부팅 오류 재발생","네트워크 랜커넥터 교체후 정상 연결","소프트웨어,OS,블루스크린"
"seed-937","PC 트러블슈팅 가이드","07/12(금)","소프트웨어","OS","내부 보안망PC 블루스크린 및 부팅 오류발생","랜커넥터 교체 후 연결 완료","소프트웨어,OS,블루스크린"
"seed-949","PC 트러블슈팅 가이드","07/16(화)","소프트웨어","브라우저","인사시스템 접속오류","os업데이트 오류로 포멧신청서 상신후 작업완료","소프트웨어,브라우저"
"seed-950","PC 트러블슈팅 가이드","07/16(화)","하드웨어","데스크탑","전원시 알람 울림","RAM 재장착 후 정상동작 확인","하드웨어,데스크탑"
"seed-957","PC 트러블슈팅 가이드","07/17(수)","소프트웨어","OS","블루스크린 다수 발생","레지스트리값 및 타임서버 변경 후 정상동작 확인","소프트웨어,OS,블루스크린"
"seed-962","PC 트러블슈팅 가이드","07/18(목)","소프트웨어","라이센스","오피스 라이센스 등록불가","배치파일 실행 후 정상등록 확인","소프트웨어,라이센스,오피스"
"seed-968","PC 트러블슈팅 가이드","07/22(월)","소프트웨어","OS","일반망PC 버벅임 및 블루스크린 발생","포멧신청서 확인후 작업완료","소프트웨어,OS,블루스크린"
"seed-975","PC 트러블슈팅 가이드","07/26(금)","소프트웨어","OS","일반망PC 보안 소프트웨어 설치오류로 인한 포멧 요청","포멧신청서 확인후 작업완료","소프트웨어,OS"
"seed-980","PC 트러블슈팅 가이드","07/29(월)","소프트웨어","기본 프로그램","메일 첨부파일 다운로드 오류","outlook 재설치 후 첨부파일 다운로드 완료","소프트웨어"
"seed-981","PC 트러블슈팅 가이드","07/29(월)","소프트웨어","OS","내부 보안망PC 블루스크린 및 부팅 오류 발생","SSD 고장으로 복구업체 소개 완료 및 SSD 교체후 OS설치 작업 완료","소프트웨어,OS,SSD,블루스크린"
"seed-984","PC 트러블슈팅 가이드","08/01(목)","하드웨어","데스크탑","부서비용 구매 추가 RAM 장착 요청","장착 후 인식 완료 확인","하드웨어,데스크탑"
"seed-987","PC 트러블슈팅 가이드","08/01(목)","네트워크","IP","임원실 PC IP신청으로 인한 교체예정 PC 세부정보 요청","공유완료","네트워크"
"seed-989","PC 트러블슈팅 가이드","08/02(금)","소프트웨어","OS","개발환경 구축 후 지속적인 블루스크린 발생으로 OS 재설치 필요","포멧신청서 확인후 작업완료","소프트웨어,OS,블루스크린"
"seed-990","PC 트러블슈팅 가이드","08/02(금)","소프트웨어","OS","반출용 PC VDI 환경으로 셋팅 요청","포멧신청서 확인후 작업완료","소프트웨어,OS"
"seed-997","PC 트러블슈팅 가이드","08/06(화)","하드웨어","데스크탑","블루스크린 및 재부팅 불가","SSD고장 확인 안내 및 SSD 교체 필요","하드웨어,데스크탑,SSD,블루스크린"
"seed-999","PC 트러블슈팅 가이드","08/06(화)","소프트웨어","OS","부서비용으로 SSD구매 및 OS설치 요청","SSD 교체 후 OS설치 완료","소프트웨어,OS,SSD"
"seed-1001","PC 트러블슈팅 가이드","08/06(화)","소프트웨어","OS","일반망PC OS재설치 요청","포멧신청서 확인후 작업완료","소프트웨어,OS"
"seed-1009","PC 트러블슈팅 가이드","08/19(월)","소프트웨어","OS","내부 보안망pc 블루스크린 다수 발생","랜커넥터 교체작업 완료","소프트웨어,OS,블루스크린"
"seed-1010","PC 트러블슈팅 가이드","08/19(월)","소프트웨어","기본 프로그램","한글 파일 실행불가","한글 2018 프로그램 재설치 후 정상실행 확인","소프트웨어,한글"
"seed-1018","PC 트러블슈팅 가이드","08/21(수)","하드웨어","데스크탑","내부 보안망PC 화면표출 안됨","재부팅 후 표출완료","하드웨어,데스크탑"
"seed-1019","PC 트러블슈팅 가이드","08/21(수)","소프트웨어","기본 프로그램","아웃룩 메일 저장 오류","메일 저장경로 변경후 조치완료","소프트웨어,아웃룩"
"seed-1023","PC 트러블슈팅 가이드","08/22(목)","하드웨어","데스크탑","제안서 서버 PC HDMI 케이블 연결시 화면 표출 불가","HDMI 포트 변경후 연결 완료","하드웨어,데스크탑"
"seed-1025","PC 트러블슈팅 가이드","08/22(목)","네트워크","IP","교육용PC 네트워크 세팅 작업","네트워크 어뎁터 설정 및 연결상태 확인 완료 (10.240.33.200)","네트워크"
"seed-1035","PC 트러블슈팅 가이드","08/22(목)","소프트웨어","OS","교육용PC OS 설치 및 보안 소프트웨어 설치 및 세팅 작업","세팅 완료 (110NZVF048223)","소프트웨어,OS"
"seed-1045","PC 트러블슈팅 가이드","08/23(금)","소프트웨어","OS","내부 보안망PC 윈도우 진입 불가","해당 PC SSD 고장확인 완료","소프트웨어,OS,SSD"
"seed-1046","PC 트러블슈팅 가이드","08/23(금)","네트워크","IP","복직 후 일반망PC 네트워크 연결 불가","장기 미사용으로 IP차단 확인 후 해제 완료","네트워크"
"seed-1049","PC 트러블슈팅 가이드","08/26(월)","소프트웨어","OS","블루스크린 발생 및 부팅오류","해당장비 메인보드고장으로 렌탈사에 임시장비 요청","소프트웨어,OS,블루스크린"
"seed-1060","PC 트러블슈팅 가이드","08/29(목)","소프트웨어","기본 프로그램","사내 메신저 접속 오류","PW초기화 완료","소프트웨어"
"seed-1061","PC 트러블슈팅 가이드","08/29(목)","하드웨어","데스크탑","임시장비 요청","지급완료","하드웨어,데스크탑"
"seed-1062","PC 트러블슈팅 가이드","08/29(목)","소프트웨어","OS","재택근무 PC 인사시스템 접속 불가","엣지 업데이트 및 윈도우 업데이트 진행후 접속 완료","소프트웨어,OS"
"seed-1075","PC 트러블슈팅 가이드","09/04(수)","네트워크","IP","DNS 서버 변경으로 인한 네트워크 접속 불가","DNS서버 변경 배치파일 실행 후 정상 연결 확인","네트워크,DNS"
"seed-1078","PC 트러블슈팅 가이드","09/04(수)","소프트웨어","OS","내부 보안망 PC 보안 소프트웨어 실행시 블루스크린 발생","내부 보안망 랜 커넥터 교체후 정상동작 확인","소프트웨어,OS,블루스크린"
"seed-1080","PC 트러블슈팅 가이드","09/05(목)","소프트웨어","OS","사내 개발망 PC 패스워드 변경 및 로컬보안정책을 설정 차단","AD이행 프로그램 실행 후 설정 완료","소프트웨어,OS,워드,AD"
"seed-1082","PC 트러블슈팅 가이드","09/09(월)","소프트웨어","드라이버","프린터 작동안됨","프린터 스풀 재조정완료","소프트웨어,드라이버"
"seed-1084","PC 트러블슈팅 가이드","09/09(월)","소프트웨어","OS","화면이 검정색으로 변경되며 PC가 느려져서 사용불가","OS 복구완료","소프트웨어,OS"
"seed-1085","PC 트러블슈팅 가이드","09/09(월)","소프트웨어","OS","윈도우 로그인계정 로그인 불가","관리자계정 로그인 후 T-GATE 재설치완료","소프트웨어,OS"
"seed-1087","PC 트러블슈팅 가이드","09/09(월)","소프트웨어","OS","PC 멈춤","OS 복구완료/ 최적화완료","소프트웨어,OS"
"seed-1090","PC 트러블슈팅 가이드","09/11(수)","소프트웨어","기본 프로그램","일반망PC 한글실행 불가","재설치 완료","소프트웨어,한글"
"seed-1091","PC 트러블슈팅 가이드","09/12(목)","소프트웨어","브라우저","Edge 실행 불가","시스템 파일 손상 확인 복구명령어 실행후 조치 완료","소프트웨어,브라우저"
"seed-1101","PC 트러블슈팅 가이드","09/23(월)","소프트웨어","OS","윈도우 패스워드 분실","초기화완료","소프트웨어,OS,워드"
"seed-1108","PC 트러블슈팅 가이드","09/30(월)","소프트웨어","OS","블루스크린","OS 복구완료","소프트웨어,OS,블루스크린"
"seed-1112","PC 트러블슈팅 가이드","10/07(월)","하드웨어","유지보수","10층 ICT 회의실 사업장->연구소 이전 샤이니즈, 화상장비 구성품 및 점검 요청","이전 화상장비 시리얼 넘버 및 구성품 점검 상태 확인 완료","하드웨어,유지보수"
"seed-1114","PC 트러블슈팅 가이드","10/07(월)","소프트웨어","OS","내부 보안망 PC OS 강제부팅 발생","시스템파일 손상으로 복구 명령어 실행 조치 완료 및 네트워크 C타입 커넥터 교체완료","소프트웨어,OS"
"seed-1116","PC 트러블슈팅 가이드","10/08(화)","소프트웨어","기본 프로그램","WORD 로그인 불가","원래 비로그인 상태가 정상으로 사용에도 지장없음 확인","소프트웨어"
"seed-1118","PC 트러블슈팅 가이드","10/10(목)","소프트웨어","OS","윈도우 화면 표출 불가","재부팅 후 표출완료","소프트웨어,OS"
"seed-1121","PC 트러블슈팅 가이드","10/11(금)","하드웨어","유지보수","지하 6층 화상장비 구성품 상태확인 및 구입 필요물품 조사, 정상 작동 점검 요청","구성품 확인 및 점검 완료 및 필요 물품 조사 후 내용공유 완료","하드웨어,유지보수"
"seed-1126","PC 트러블슈팅 가이드","10/16(수)","네트워크","IP","내부 보안망 노트PC 네트워크 안됨","DNS 재설정완료","네트워크,DNS"
"seed-1128","PC 트러블슈팅 가이드","10/17(목)","소프트웨어","OS","장시간 사용시 블루스크린 표출, 에러메세지 표출 후 자동재부팅 발생","보안 솔루션dll 파일 손상 확인 및 시스템파일 복구 완료","소프트웨어,OS,블루스크린"
"seed-1139","PC 트러블슈팅 가이드","10/21(월)","소프트웨어","OS","일반망PC 블루스크린 표출","시스템파일 복구명령어 실행후 정상작동 확인","소프트웨어,OS,블루스크린"
"seed-1144","PC 트러블슈팅 가이드","10/22(화)","하드웨어","백업","일반망PC 교체로 인한 데이터 백업 요청","PC지원실 내부에서 데이터 백업 진행 완료","하드웨어,백업"
"seed-1146","PC 트러블슈팅 가이드","10/22(화)","소프트웨어","드라이버","일반망PC 프린터 안됨","프린터 드라이버 재설치 완료","소프트웨어,드라이버"
"seed-1153","PC 트러블슈팅 가이드","10/24(목)","소프트웨어","OS","계정 로그인안됨","윕스해제완료","소프트웨어,OS"
"seed-1154","PC 트러블슈팅 가이드","10/24(목)","소프트웨어","OS","재부팅됨(브라우저 실행시)","OS 복구완료","소프트웨어,OS"
"seed-1157","PC 트러블슈팅 가이드","10/24(목)","하드웨어","백업","PC교체로 인한 데이터 백업 요청","PC지원실 감독하에 데이터백업 진행완료","하드웨어,백업"
"seed-1169","PC 트러블슈팅 가이드","10/30(수)","하드웨어","데스크탑","워크스테이션 수리 가능 문의","PC지원실 방문 후 확인 예정","하드웨어,데스크탑"
"seed-1170","PC 트러블슈팅 가이드","10/30(수)","하드웨어","데스크탑","전원 인가 후 부팅안됨","납품업체 이관완료","하드웨어,데스크탑"
"seed-1171","PC 트러블슈팅 가이드","10/30(수)","소프트웨어","OS","PC를켜도 메모리 에러창으로 알림창만 계속뜨고 동작불가","OS 재설치완료","소프트웨어,OS"
"seed-1204","PC 트러블슈팅 가이드","11/06(수)","소프트웨어","OS","일반망PC 시스템 종료화면에서 멈춤","재부팅 후 시스템파일 복구작업 진행후 정상동작확인","소프트웨어,OS"
"seed-1208","PC 트러블슈팅 가이드","11/07(목)","하드웨어","데스크탑","전원 키면 소리나면서 부팅 안됨","RAM 재장착 후 정상동작 확인","하드웨어,데스크탑"
"seed-1211","PC 트러블슈팅 가이드","11/11(월)","네트워크","IP","내부 보안망 무선 연결","무선인증솔루션 삽입완료","네트워크"
"seed-1212","PC 트러블슈팅 가이드","11/12(화)","소프트웨어","OS","PC부팅이 너무 느리고 성능저하","OS 복구완료","소프트웨어,OS"
"seed-1214","PC 트러블슈팅 가이드","11/12(화)","소프트웨어","OS","블루스크린 유발 및 전체적인 느림","OS 복구완료","소프트웨어,OS,블루스크린"
"seed-1231","PC 트러블슈팅 가이드","11/21(목)","네트워크","IP","일반망PC 네트워크 연결 불가","일반망 PC WIFI 설정OFF 확인 후 네트워크 어뎁터 재설정 완료","네트워크"
"seed-1237","PC 트러블슈팅 가이드","11/26(화)","네트워크","ip","일반망PC DNS서버 변경 요청","메일 및 통화로 내용 전달 완료","네트워크,ip,DNS"
"seed-1241","PC 트러블슈팅 가이드","11/27(수)","네트워크","ip","내부 보안망pc 네크워크 연결오류","어뎁터 초기화 후 정상 연결 확인","네트워크,ip"
"seed-1247","PC 트러블슈팅 가이드","12/03(화)","소프트웨어","OS","일반망 PC 블루스크린 발생","시스템 파일 복구 명령어 실행 후 정상동작 확인","소프트웨어,OS,블루스크린"
"seed-1254","PC 트러블슈팅 가이드","12/12(목)","하드웨어","백업","부문장 이전PC 데이터 백업요청","데이터 백업 완료 및 이전 PC 반납처리 완료","하드웨어,백업"
"seed-1255","PC 트러블슈팅 가이드","12/13(금)","하드웨어","데스크탑","메모리 부족으로 메시지 다수 표출","데스크탑 RAM 재장착 후 정상동작확인","하드웨어,데스크탑"
"seed-1256","PC 트러블슈팅 가이드","12/13(금)","하드웨어","백업","이전 PC 자료 데이터 백업 요청","데이터 백업 완료 및 이전 PC 반납처리 완료","하드웨어,백업"
"seed-1261","PC 트러블슈팅 가이드","12/19(목)","네트워크","IP","내부 보안망PC 네트워크 접속오류","네트워크 어뎁터 초기화","네트워크"
"seed-1267","PC 트러블슈팅 가이드","12/24(화)","소프트웨어","OS","내부 보안망PC 동작이 느림","시스템 파일 복구 명령어 실행 후 정상동작 확인","소프트웨어,OS"
"seed-1278","PC 트러블슈팅 가이드","01/02(목)","네트워크","IP","일반망PC 인터넷 연결느림 및 끊김 현상 발생","DNS서버 미변경 확인, 네트워크 어뎁터 재설정 후 정상 연결 확인","네트워크,DNS"
"seed-1284","PC 트러블슈팅 가이드","01/06(월)","소프트웨어","OS","부팅시 블루 스크린 발생","내부 보안망 PC C타입 LAN커넥터 오류 확인 및 해당좌석 LAN포트 불량으로 내부 보안망 PC 유->무 변경 작업 완료","소프트웨어,OS"
"seed-1285","PC 트러블슈팅 가이드","01/06(월)","소프트웨어","기본 프로그램","PPT 작업 후 저장시 응답없음 및 화면 멈춤","문서보안(DRM) 비로그인확인 로그인후 정상확인","소프트웨어,DRM"
"seed-1288","PC 트러블슈팅 가이드","01/07(화)","네트워크","IP","임원실 및 임원실 PC IP 외부 사이트 접속 예외신청","결제상신 완료","네트워크"
"seed-1289","PC 트러블슈팅 가이드","01/07(화)","네트워크","IP","공용 업무 PC IP 외부 사이트 접속 예외신청","결제상신 완료","네트워크"
"seed-1290","PC 트러블슈팅 가이드","01/07(화)","소프트웨어","OS","블루스크린 다수발생","시스템 파일 복구 명령어 실행 후 정상동작 확인","소프트웨어,OS,블루스크린"
"seed-1291","PC 트러블슈팅 가이드","01/07(화)","네트워크","IP","네트워크 어뎁터 드라이브 표출 오류","보안 솔루션 정책으로 인한 차단상황으로 네트워크 어뎁터 초기화 완료","네트워크"
"seed-1292","PC 트러블슈팅 가이드","01/07(화)","하드웨어","데스크탑","PC 전원 안켜짐","해당 PC 외관 파손 및 메인 보드, ssd고장으로 인한 PC교체 예정","하드웨어,데스크탑,SSD"
"seed-1297","PC 트러블슈팅 가이드","01/16(목)","네트워크","IP","내부 보안망PC 네트워크 연결 안됨","어뎁터 초기화 후 정상 연결 확인","네트워크"
"seed-1307","PC 트러블슈팅 가이드","01/21(화)","하드웨어","유지보수","신규 PC 세팅 및 이전","조치 완료","하드웨어,유지보수"
"seed-1313","PC 트러블슈팅 가이드","01/22(수)","네트워크","일반망 이슈","노트북 일반망 네트워크 이슈","조치 완료","네트워크,일반망 이슈"
"seed-1314","PC 트러블슈팅 가이드","01/22(수)","네트워크","내부 보안망 연결 점검","내부 보안망 네트워크 연결 점검","조치 완료","네트워크,내부 보안망 연결 점검"
"seed-1315","PC 트러블슈팅 가이드","01/22(수)","하드웨어","배터리 고장","배터리 고장, PC 전원 고장","조치 완료","하드웨어,배터리 고장"
"seed-1316","PC 트러블슈팅 가이드","01/22(수)","네트워크","무선랜 신청","내부 보안망 PC 무선랜 신청","조치 완료","네트워크,무선랜 신청"
"seed-1317","PC 트러블슈팅 가이드","01/22(수)","하드웨어","노후 PC 교체","노후 PC 교체","조치 완료","하드웨어,노후 PC 교체"
"seed-1318","PC 트러블슈팅 가이드","01/22(수)","네트워크","내부 보안망 접속 에러","내부 보안망 접속 에러","조치 완료","네트워크,내부 보안망 접속 에러"
"seed-1321","PC 트러블슈팅 가이드","01/23(목)","하드웨어","SSD 교체","SSD 교체","조치 완료","하드웨어,SSD 교체,SSD"
"seed-1324","PC 트러블슈팅 가이드","01/23(목)","하드웨어","SSD 증설","SSD 증설","조치 완료","하드웨어,SSD 증설,기반 SW,SSD"
"seed-1326","PC 트러블슈팅 가이드","01/23(목)","하드웨어","부팅 안 됨","부팅 안 됨","조치 완료","하드웨어,부팅 안 됨"
"seed-1327","PC 트러블슈팅 가이드","01/23(목)","하드웨어","PC 전원 안 켜짐","PC 전원 안 켜짐 / SSD 손실 시 책임 묻지 않음 확인","조치 완료","하드웨어,PC 전원 안 켜짐,SSD"
"seed-1328","PC 트러블슈팅 가이드","01/23(목)","하드웨어","전원미인가","전원미인가","동일모델 교체완료","하드웨어,전원미인가"
